1,"[2,189,140]",2;189;140
1,"[40,187,194]",40;187;194
1,"[155,12]",155;12
1,"[43,107,137,188,53,9,38]",43;107;137;188;53;9;38
1,"[153,51,177,54]",153;51;177;54
1,"[143,127,122,36,101]",143;127;122;36;101
1,"[164,172,155]",164;172;155
1,"[182,4,25,167]",182;4;25;167
1,"[22,16,27,155]",22;16;27;155
1,"[20,135,23,33,26,38]",20;135;23;33;26;38
1,"[20,9,16,166,14,155,28]",20;9;16;166;14;155;28
1,"[3,171,59,178,9]",3;171;59;178;9
1,"[57,5,22,158,168]",57;5;22;158;168
1,"[163,166,11]",163;166;11
1,"[143,58,36]",143;58;36
1,"[127,151,44,46,124,17,178]",127;151;44;46;124;17;178
1,"[181,30,179,178,120,37,38]",181;30;179;178;120;37;38
2,"[121,110,136,52,192]",121;110;136;52;192
2,"[151,7,32,19,52,9,190]",151;7;32;19;52;9;190
2,"[146,139,51,23,26,37]",146;139;51;23;26;37
2,"[160,15]",160;15
2,"[134,48,1,58,137,119]",134;48;1;58;137;119
2,"[43,53]",43;53
2,"[151,128,191,37,155]",151;128;191;37;155
2,"[134,151,4,106,154,192]",134;151;4;106;154;192
2,"[108,37]",108;37
2,"[170,126,35,34,26]",170;126;35;34;26
2,"[49,170,151,41,51,168]",49;170;151;41;51;168
2,"[153,0,30,199,47,108,100]",153;0;30;199;47;108;100
2,"[115,157]",115;157
2,"[10,41,196,156]",10;41;196;156
2,"[170,30,4,187,29]",170;30;4;187;29
2,"[19,46,111]",19;46;111
2,"[180,150,127,101,12]",180;150;127;101;12
2,"[126,1,43,148,22,27,142]",126;1;43;148;22;27;142
2,"[128,19,55,188,177]",128;19;55;188;177
2,"[7,57,168,154]",7;57;168;154
2,"[58,32,53,26,37]",58;32;53;26;37
2,"[146,175,32,141,192]",146;175;32;141;192
3,"[144,139,22,14]",144;139;22;14
3,"[199,15,16]",199;15;16
3,"[19,50]",19;50
3,"[58,6]",58;6
3,"[151,168]",151;168
3,"[120,12]",120;12
3,"[42,186,187]",42;186;187
3,"[2,121]",2;121
3,"[7,105]",7;105
3,"[45,47,140,13]",45;47;140;13
3,"[144,45,58,194]",144;45;58;194
3,"[170,138,44,199,56,31]",170;138;44;199;56;31
3,"[153,108,124,37,38]",153;108;124;37;38
3,"[57,136,124,50]",57;136;124;50
3,"[181,199,57,54]",181;199;57;54
3,"[161,164,184,122,57,167]",161;164;184;122;57;167
3,"[2,183,187,39]",2;183;187;39
3,"[163,41,168,29]",163;41;168;29
3,"[7,199,107,40,4]",7;199;107;40;4
3,"[180,58,106]",180;58;106
3,"[132,103]",132;103
3,"[127,109]",127;109
3,"[7,191]",7;191
3,"[59,173,194,158]",59;173;194;158
3,"[49,153,138]",49;153;138
4,"[178,176,168]",178;176;168
4,"[48,137,195,100]",48;137;195;100
4,"[43,4,197,53,191,100]",43;4;197;53;191;100
4,"[116,170,58,32,107]",116;170;58;32;107
4,"[116,5,32,56,169,100]",116;5;32;56;169;100
4,"[146,199,109,136,179,35,17]",146;199;109;136;179;35;17
4,"[153,122,111,169,194,27,167]",153;122;111;169;194;27;167
4,"[3,11]",3;11
4,"[5,55]",5;55
4,"[30,111,52,158,13]",30;111;52;158;13
4,"[43,45,175,19,173,53,118]",43;45;175;19;173;53;118
4,"[10,44,32,54,16,28,37]",10;44;32;54;16;28;37
4,"[21,49,185,33,25]",21;49;185;33;25
4,"[127,58,30,47,54,39,156]",127;58;30;47;54;39;156
