1,"[21,17,103,28]",21;17;103;28
1,"[10,147,120,104,26,119]",10;147;120;104;26;119
1,"[126,10,146,17,22,100]",126;10;146;17;22;100
1,"[121,112,18,8,16,142]",121;112;18;8;16;142
1,"[115,138,25,8]",115;138;25;8
1,"[128,121,122,137,104,26]",128;121;122;137;104;26
1,"[121,23,13,100,28]",121;23;13;100;28
1,"[115,149,107,137,18,26,140]",115;149;107;137;18;26;140
1,"[20,117,22,102,28,29]",20;117;22;102;28;29
1,[118],118
1,"[116,2,9,142]",116;2;9;142
1,"[145,14]",145;14
1,"[21,122,22,28,100]",21;122;22;28;100
1,"[14,28,29]",14;28;29
1,"[23,103]",23;103
1,"[126,132,19,17,101,130]",126;132;19;17;101;130
1,"[21,19,25,27,14]",21;19;25;27;14
1,"[144,14,100,119,12]",144;14;100;119;12
1,"[143,112,4,22]",143;112;4;22
1,"[143,21,0,124,16]",143;21;0;124;16
1,"[21,134,10,140,101,12]",21;134;10;140;101;12
1,"[3,135,137,120]",3;135;137;120
1,"[134,135,104,16,140]",134;135;104;16;140
1,"[3,7]",3;7
1,"[114,127,10,113,108,11,119]",114;127;10;113;108;11;119
1,"[4,22,18,118,28]",4;22;18;118;28
1,"[132,27,141]",132;27;141
1,"[127,113,109,102]",127;113;109;102
1,"[146,12]",146;12
1,"[146,128,6,4,22]",146;128;6;4;22
1,"[20,121,5,9,120,101]",20;121;5;9;120;101
1,"[116,17,29]",116;17;29
1,"[117,146,7,139,8,28]",117;146;7;139;8;28
1,"[145,138,17,22,14,118]",145;138;17;22;14;118
1,"[20,144,139,141]",20;144;139;141
1,"[125,116,20,127,104,25,29]",125;116;20;127;104;25;29
1,"[20,139,101,29]",20;139;101;29
1,"[23,142]",23;142
1,"[144,6,24]",144;6;24
2,"[117,112,17,18,24]",117;112;17;18;24
2,"[136,18]",136;18
2,"[7,17,22,23,29]",7;17;22;23;29
2,"[133,149,13]",133;149;13
2,"[116,27]",116;27
2,"[2,7,149,137,130]",2;7;149;137;130
2,"[19,119]",19;119
2,"[125,124,137,22,16,102,119]",125;124;137;22;16;102;119
2,"[20,10,15,26]",20;10;15;26
2,"[18,9,142]",18;9;142
2,"[116,14]",116;14
2,"[146,112,110,27]",146;112;110;27
2,"[109,24,13]",109;24;13
2,"[135,139,23,9,8,12]",135;139;23;9;8;12
2,"[147,18]",147;18
2,"[116,132,1,105,129]",116;132;1;105;129
2,"[126,144,136,26,27]",126;144;136;26;27
2,"[126,114,6]",126;114;6
3,"[3,146,139]",3;146;139
3,"[7,148,23,25,28]",7;148;23;25;28
3,"[3,127,104,9]",3;127;104;9
3,"[10,106,18,8,25]",10;106;18;8;25
3,"[18,13,28,12]",18;13;28;12
3,"[124,23,25,29]",124;23;25;29
3,"[126,128,123,15,27]",126;128;123;15;27
3,"[21,113,139]",21;113;139
3,"[1,132,10,147,136,15,141]",1;132;10;147;136;15;141
3,"[131,13,141]",131;13;141
3,"[135,115,112,15,131,27,14]",135;115;112;15;131;27;14
3,"[2,123,17]",2;123;17
3,"[143,130]",143;130
3,"[20,15,101]",20;15;101
3,"[5,137,141]",5;137;141
3,"[114,19,5,25,28]",114;19;5;25;28
3,"[132,133,103,25,8,140,118]",132;133;103;25;8;140;118
3,"[114,124,23,103]",114;124;23;103
3,"[117,10,139,137,18]",117;10;139;137;18
3,"[106,13,130]",106;13;130
3,"[147,138,106,129,27]",147;138;106;129;27
3,"[0,115,103]",0;115;103
3,"[7,112,6,140,27]",7;112;6;140;27
3,"[4,100]",4;100
4,"[10,113,5,107,28,29,12]",10;113;5;107;28;29;12
4,"[10,136,16]",10;136;16
4,"[143,20,121,5,26]",143;20;121;5;26
4,"[21,135,114,137,22,27]",21;135;114;137;22;27
4,"[125,133,107,28]",125;133;107;28
4,"[3,21,1,115,5,17,12]",3;21;1;115;5;17;12
4,"[112,131]",112;131
4,"[20,1,4,18,24,27]",20;1;4;18;24;27
4,"[126,117,10,108,130]",126;117;10;108;130
4,"[127,22]",127;22
4,"[25,129]",25;129
4,"[21,14]",21;14
4,[128],128
4,"[143,114,132,25,13,28]",143;114;132;25;13;28
4,"[1,24,103]",1;24;103
4,"[1,139,113,105,26,142]",1;139;113;105;26;142
4,"[15,11]",15;11
4,"[7,149]",7;149
4,"[125,144,127,15,129,26,101]",125;144;127;15;129;26;101
4,"[21,2,135,127,139,123]",21;2;135;127;139;123
4,"[111,27,130]",111;27;130
4,"[123,137,25]",123;137;25
4,"[2,114,12,141]",2;114;12;141
4,"[146,13,119]",146;13;119
4,"[134,122]",134;122
4,"[2,146,19,5,120,8]",2;146;19;5;120;8
4,"[2,104,25,103,142]",2;104;25;103;142
4,"[10,113,110,104,140]",10;113;110;104;140
4,"[116,146,112,5,105,8]",116;146;112;5;105;8
4,"[114,138,148,113,142]",114;138;148;113;142
5,"[126,109]",126;109
5,"[125,135,0,113,13]",125;135;0;113;13
5,"[22,8]",22;8
5,"[3,10,137,26,101]",3;10;137;26;101
5,"[135,133,0,149,5,23]",135;133;0;149;5;23
5,"[3,113,5,137,105]",3;113;5;137;105
5,"[2,126,135,109]",2;126;135;109
5,"[139,124,9,29]",139;124;9;29
5,"[143,3,131,14]",143;3;131;14
5,"[1,128,19,8,141,29]",1;128;19;8;141;29
5,"[135,10,127,122,22,140]",135;10;127;122;22;140
5,"[149,111,4,18,140]",149;111;4;18;140
5,"[2,138,4,15,101]",2;138;4;15;101
5,"[10,17]",10;17
5,"[115,18]",115;18
5,"[114,5,142]",114;5;142
5,"[21,135,147,148,25,142,12]",21;135;147;148;25;142;12
5,"[122,19,15,11]",122;19;15;11
5,"[125,147,5,14]",125;147;5;14
5,"[10,108,19,136,110,142]",10;108;19;136;110;142
5,"[126,133,5,104,16,101]",126;133;5;104;16;101
5,"[0,139,19,124,25]",0;139;19;124;25
5,"[132,131]",132;131
5,"[1,109,111,4,106]",1;109;111;4;106
5,"[3,18]",3;18
5,"[10,133,136,5]",10;133;136;5
5,"[138,106,11]",138;106;11
5,"[10,148,123,5,105,12]",10;148;123;5;105;12
5,"[137,17,23,25,102]",137;17;23;25;102
5,"[0,147,5,23,141]",0;147;5;23;141
5,"[10,132]",10;132
5,"[137,25,140]",137;25;140
5,"[20,146,122,23,8,28]",20;146;122;23;8;28
5,"[20,147,112,123,131,100]",20;147;112;123;131;100
5,"[0,6,19,106,119,29,141]",0;6;19;106;119;29;141
5,"[1,105,27]",1;105;27
5,"[122,27,12]",122;27;12
5,"[116,0,115,105,15,28]",116;0;115;105;15;28
6,"[2,120,12]",2;120;12
6,"[135,5,110,17,8,12]",135;5;110;17;8;12
6,"[136,24,102,27,28,100]",136;24;102;27;28;100
6,"[126,148,19,18,105]",126;148;19;18;105
6,"[20,107]",20;107
