1,ThrowStatement,n_ThrowStatement
1,RRShift,n_RRShift;f_ARG_LENGTH;f_TOK_LENGTH;m_printorder;m_setParms
1,DeclNameListElem,n_DeclNameListElem;m_getCOMMA;m_getQName;m_setParms;m_setParms
1,AST_TypeNameList,n_AST_TypeNameList;m_MakeAST
1,program,n_program;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_Class;m_getAST_Imports;m_getPackageDeclaration;m_printorder;m_setParms
1,RelationalExpression,n_RelationalExpression
1,Cla2,n_Cla2;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_QualifiedName;m_printorder;m_setParms
1,BlkClassDcl,n_BlkClassDcl;f_ARG_LENGTH;f_TOK_LENGTH;m_getUnmodifiedClassDeclaration;m_printorder;m_setParms
1,UnmodifiedInterfaceDeclaration,n_UnmodifiedInterfaceDeclaration
1,AST_ProgramC,n_AST_ProgramC;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_Program;m_getPRG_BEGIN;m_getPRG_END;m_printorder;m_setParms
1,Utility,n_Utility
1,PDecExpr,n_PDecExpr;f_ARG_LENGTH;f_TOK_LENGTH;m_getPrimaryExpression;m_printorder;m_setParms
1,AstProperties,n_AstProperties;f_table;f_pw;f_baos;f_pwStdOut;m_setProperty;m_getProperty;m_removeProperty;m_containsProperty;m_setPw;m_setBaos;m_open;m_open;m_open;m_open;m_close;m_print;m_println;m_print;m_println
1,MethodDeclaration,n_MethodDeclaration;m_setSortKey;m_GetUnmangledName;m_null
1,EqExpr,n_EqExpr;f_ARG_LENGTH;f_TOK_LENGTH;m_getInstanceOfExpression;m_getMoreEqExpr;m_printorder;m_setParms
1,ClassBody,n_ClassBody
1,ModStatic,n_ModStatic;f_ARG_LENGTH;f_TOK_LENGTH;m_getSTATIC;m_printorder;m_setParms
1,NSmDecl,n_NSmDecl;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_Modifiers;m_getSmDeclaration;m_printorder;m_setParms
1,ShiftExprChoices,n_ShiftExprChoices
1,ExprDimsElem,n_ExprDimsElem;m_getExDimBody;m_setParms
1,Literal,n_Literal;m_Make;m_Make;m_makeLiteral
1,LocalVarDecl,n_LocalVarDecl;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_TypeName;m_getAST_VarDecl;m_printorder;m_setParms
1,Arguments,n_Arguments
1,WhileStm,n_WhileStm;f_ARG_LENGTH;f_TOK_LENGTH;m_getExpression;m_getStatement;m_printorder;m_setParms
1,AstToken,n_AstToken;f_white_space;f_name;f_def_line_num;f_print_white_space;m_printWhitespace;m_printWhitespace;m_setParms;m_lineNum;m_Equ;m_clone;m_print;m_print;m_reduce2java;m_replaceChar;m_makeString;m_printWhitespaceOnly;m_tokenName;m_getTokenName;m_setTokenName;m_reduce2ast
1,MoreCondAndExpr,n_MoreCondAndExpr
1,SuperLA,n_SuperLA;f_ARG_LENGTH;f_TOK_LENGTH;m_printorder;m_setParms
1,MethodDeclarator,n_MethodDeclarator;m_GetName;m_trim
1,PrimDot,n_PrimDot
1,NStateDecl,n_NStateDecl;f_ARG_LENGTH;f_TOK_LENGTH;m_getAllocationExpression;m_getNESTED_STATE;m_getQName;m_printorder;m_setParms
1,FPLit,n_FPLit;f_ARG_LENGTH;f_TOK_LENGTH;m_getFLOATING_POINT_LITERAL;m_printorder;m_setParms
1,AST_StmtElem,n_AST_StmtElem;m_getBlockStatement;m_setParms
1,ForUpdate,n_ForUpdate
1,kernelConstants,n_kernelConstants;f_ParseTreeStack;m_PushParseTreeStack;m_PopParseTreeStack;m_globals;m_classFound;f_debugAST;f_copyLists;f_LangName;f_PackageName;f_jakExtension;f_currentFileName;f_currentAbsPath;f_currentFileExt;f_mainProps;f_outputFileExtension;f_global_mangle_num;f_stub
1,MoreCondOrExprElem,n_MoreCondOrExprElem;m_getCOEBody;m_setParms
1,AST_ImportsElem,n_AST_ImportsElem;m_getImportDeclaration;m_setParms
1,QName,n_QName;m_GetName
1,WhileStatement,n_WhileStatement
1,DoStatement,n_DoStatement
1,UmodSmExt,n_UmodSmExt;f_ARG_LENGTH;f_TOK_LENGTH;m_getImplementsClause;m_getQName;m_getSTATE_MACHINE;m_getSmClassBody;m_printorder;m_setParms
1,CommandLineArg,n_CommandLineArg;f_name;f_layerID;f_optional
1,AsgExpr,n_AsgExpr;f_ARG_LENGTH;f_TOK_LENGTH;m_getAssignmentOperator;m_getConditionalExpression;m_getExpression;m_printorder;m_setParms
1,StatementExpressionList,n_StatementExpressionList
1,BlkInterDcl,n_BlkInterDcl;f_ARG_LENGTH;f_TOK_LENGTH;m_getUnmodifiedInterfaceDeclaration;m_printorder;m_setParms
1,PrimType,n_PrimType;f_ARG_LENGTH;f_TOK_LENGTH;m_getDims;m_getPrimitiveType;m_printorder;m_setParms;m_GetName;m_Signature
1,COEBody,n_COEBody
1,ArrayInitializerElem,n_ArrayInitializerElem;m_getAST_VarInit;m_setParms;m_setParms
1,TypEscape,n_TypEscape;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_Exp;m_getTYP_ESCAPE;m_printorder;m_setParms;m_reduce2ast
1,EOEBody,n_EOEBody
1,VariableDeclaratorId,n_VariableDeclaratorId
1,FIExprList,n_FIExprList;f_ARG_LENGTH;f_TOK_LENGTH;m_getStatementExpressionList;m_printorder;m_setParms
1,PlusPlus,n_PlusPlus;f_ARG_LENGTH;f_TOK_LENGTH;m_printorder;m_setParms
1,AST_ExpStmtElem,n_AST_ExpStmtElem;m_getStatementExpression;m_setParms;m_setParms
1,CastExpr1,n_CastExpr1;f_ARG_LENGTH;f_TOK_LENGTH;m_getAST_TypeName;m_getUnaryExpression;m_printorder;m_setParms
1,IdLA,n_IdLA;f_ARG_LENGTH;f_TOK_LENGTH;m_getIDENTIFIER;m_printorder;m_setParms
